ID,Nome,Detalhes,Ano de Matr¡cula,Lugar de Origem,X,Y
4927,"Relffe, Adam","s. John, of Newbiggin, Cumberland, pleb. Queen's Coll., matric. 18 June, 1624. aged 17, B.A. 30 Oct., 1626. [30]",1624,Cumberland,333585.766739057,537197.540151841
5019,"Robson, Charles","of Cumberland, pleb. Queen's Coll., matric. 5 May, 1615, aged 17, B.A. 24 Oct., 1616, M.A. 21 June, 1619, B.D. 10 July, 1629, preacher to the English merchants at Aleppo, vicar of Holme Cultram, Cumberland, 1632. See Foster's Index Eccl. & Fasti, i. 452.",1615,Cumberland,333585.766739057,537197.540151841
5080,"Rukin, Christopher","of Cumberland, pleb. Queen's Coll., matric. 17 Jan., 1611-12, aged 18; B.A. 28 Feb., 1616-17.",1611,Cumberland,333585.766739057,537197.540151841
5083,"Rumney, Richard","of Cumberland, pleb. Queen's Coll., matric. 3 July, 1607, aged 16, B.A. 15 Feb., 1611-12; perhaps vicar of Ratcliffe-upon-Soar, Notts, 1623. See Foster's Index Eccl. [15]",1607,Cumberland,333585.766739057,537197.540151841
5128,"Salkeld, Richard","of Cumberland, arm. Queen's Coll., matric. 19 June, 1610, aged 16; student of Lincoln's Inn 1613, as son and heir of Thomas, of Corby, Cumberland, See Foster's Inns of Court Reg.",1610,Cumberland,333585.766739057,537197.540151841
5150,"Sanderson, Thomas","of Cumberland, pleb. Queen's Coll., matric. 14 Dec., 1610, aged 17; B.A. 7 Nov., 1615, M.A. 9 July, 1618, B.D. 20 May, 1628, licenced to preach 16 July, 1635; vicar of Godshillwith-Whitwell, Isle of Wight, 1629. See Foster's Index Eccl.",1610,Cumberland,333585.766739057,537197.540151841
5158,"Sandes, Walter","of Cumberland, pleb. Queen's Coll., matric. 17 Feb., 1608-9, aged 20; one Walter, son of Robert, baptised at St. Bees, Cumberland, 21 Dec., 1585. [15]",1608,Cumberland,333585.766739057,537197.540151841
5216,"Scott, Christopher","of Cumberland, pleb. Queen's Coll., matric. 28 April, 1615, aged 20, B.A. 9 July, 1618; perhaps rector of Hawkeswell, Essex, 1617, and of Great Wakering, also Essex, 1646. See Calamy, ii. 222; & Foster's Index Eccl.",1615,Cumberland,333585.766739057,537197.540151841
5260,"Senhowse, John","of Cumberland, arm. fil. nat. max. Queen's Coll., matric. 5 Dec., 1617, aged 18; of Netherhall, Cumberland (s. Peter); died 1667.",1617,Cumberland,333585.766739057,537197.540151841
5301,"Shepherd, Edmond","of Cumberland, pleb. Queen's Coll., matric. 3 July, 1612, aged 16, B.A. 7 Feb., 1615-16, fellow, M.A. 21 June, 1619; incorporated at Cambridge 1622; will at Oxford proved 21 Nov., 1625.",1612,Cumberland,333585.766739057,537197.540151841
5346,"Singleton, John","of Cumberland, pleb. Queen's Coll., matric. 28 April, 1615, aged 20; perhaps vicar of Wootton-under-Edge 1626, and rector of Cam, co. Gloucester, 1634, vicar of Basildon, Berks, 1637. See Foster's Index Eccl. [30]",1615,Cumberland,333585.766739057,537197.540151841
5347,"Singleton, Thomas","of Cumberland, pleb. Queen's Coll., matric. 26 Oct., 1604, aged 17. ""paup. schol.""; B.A. from St. Edmund Hall 30 May, 1608, vicar of Basildon, Berks, 1611-36. See Foster's Index Eccl.",1604,Cumberland,333585.766739057,537197.540151841
5355,"Skelton, John","of Cumberland, gent. Queen's Coll., matric. 4 April, 1617, aged 17.",1617,Cumberland,333585.766739057,537197.540151841
5544,"Stanley, Thomas","of Cumberland, arm. fil. nat. max. Queen's Coll., matric. 14 June, 1616, aged 17.",1616,Cumberland,333585.766739057,537197.540151841
5679,"Studdert, Peter","s. Robert, of Braythwait, Cumberland, pleb. Queen's Coll., matric. 31 Jan., 1622-3, aged 16, B.A. 18 Nov., 1625, M.A. 11 June, 1629; rector of Hasguard, co. Pembroke, 1626. See Foster's Index Eccl. [15]",1622,Cumberland,333585.766739057,537197.540151841
5734,"Tal(l)entire, Henry","of Cumberland, pleb. Queen's Coll., matric. 28 April, 1615, B.A. supd. from St. Edmund Hall 24 July, 1619; vicar of Whittingham, Northumberland, 1633. See Foster's Index Ecclesiasticus.",1615,Cumberland,333585.766739057,537197.540151841
5820,"Thompsonn, Henry","of Cumberland, pleb. Queen's Coll., matric. 18 June, 1619, aged 19, B.A. 20 Feb., 1622-3, M.A. 7 July, 1626. [10]",1619,Cumberland,333585.766739057,537197.540151841
5821,"Thompson, Hugh","s. William, of Brankingwall, Cumberland, pleb. Queen's Coll., matric. 14 Nov., 1623, aged 19, B.A. 31 Jan., 1626-7, M.A. 30 June, 1630. [15]",1623,Cumberland,333585.766739057,537197.540151841
5850,"Tickell, Thomas","s. Thomas, of Crosthwaite, Cumberland, pleb. Queen's Coll., matric. 7 May, 1624, aged 16, B.A. 24 July, 1630.",1624,Cumberland,333585.766739057,537197.540151841
5877,"Tolson, Henry","of Cumberland, gent. Oriel Coll., matric. 2 Dec., 1608, aged 15; of Bridekirk, student of Gray's Inn 1611 (as son and heir of Richard, of Bridekirk, Cumberland); buried there 30 Oct., 1663; father of Richard. See Foster's Gray's Inn Reg.",1608,Cumberland,333585.766739057,537197.540151841
5950,"Troughton, James","of Cumberland, cler. fil. Queen's Coll., matric. 30 Oct., 1607, aged 18, B.A. 15 Feb., 1611-12; rector of Langwith, co. Derby, 1617. See Foster's Index Eccl.",1607,Cumberland,333585.766739057,537197.540151841
5951,"Troutbecke, Anthony","of Cumberland, cler. fil. Queen's Coll., matric. 9 Nov., 1621, aged 17, B.A. 27 Jan., 1624-5. [11]",1621,Cumberland,333585.766739057,537197.540151841
5952,"Troutbecke, Robert","of Cumberland, pleb. Queen's Coll., matric. 8 May, 1618, aged 16, B.A. 29 March, 1622. [15]",1618,Cumberland,333585.766739057,537197.540151841
5956,"Tubman, William","s. Richard, of Muncaster Mill, Cumberland, pleb. Queen's Coll., matric. 14 Nov., 1623, aged 19, B.A. 3 July, 1627; rector of Abberley, co. Worcester, 1633. See Foster's Index Ecclesiasticus.",1623,Cumberland,333585.766739057,537197.540151841
6121,"Wall, Thomas","s. Thomas, of Applethwaite, Cumberland, pleb. Queen's Coll., matric. 12 Dec., 1623, aged 17, (subscribes ""Wallus"").",1623,Cumberland,333585.766739057,537197.540151841
6185,"Warwicke, Thomas","of Cumberland, pleb. Queen's Coll., matric. 12 Oct., 1621, aged 20, B.A. 29 Nov., 1621; vicar of Morland, Westmorland, 1621, rector of Beaumont 1625, and of Bowness, (both) Cumberland, 1629. See Foster's Index Eccl.",1621,Cumberland,333585.766739057,537197.540151841
6296,"Wethereld, Thomas","of Cumberland, pleb. Queen's Coll., matric. 30 May, 1617, aged 17, B.A. (14) Nov., 1622, M.A. 25 June, 1625, B.D. 9 May, 1632, licenced to preach 1633. [30]",1617,Cumberland,333585.766739057,537197.540151841
6476,"Williamson, John","of Cumberland, pleb. Queen's Coll., matric. 8 May, 1607, aged 16, B.A. 16 Dec., 1611, M.A. 6 July, 1615, B.D. 1 Dec., 1626; licenced to preach 21 Nov., 1628; rector of Foxholes, Yorks, 1617. See Foster's Index Eccl.",1607,Cumberland,333585.766739057,537197.540151841
6507,"Wilson, George","of Cumberland, pleb. Queen's Coll., matric. 28 April, 1615, aged 21. [10]",1615,Cumberland,333585.766739057,537197.540151841
56,"Allen, Peter","of co. Derby, gent. Christ Church, matric. 15 Oct., 1605, aged 17, B.A. 18 Nov., 1609; M.A. from Broadgates Hall 30 June, 1612, vicar of Tollesbury, Essex, 1617, from which he was sequestered about 1645. See Add. MS., 15,669, p. 240. [10]",1605,Derbyshire,426710.21784976,359695.761682917
74,"Alwood, Theophilus","of co. Derby, gent. Trinity Coll., matric. 15 Oct., 1619, aged 18 (Atwood in Mat. Reg.).",1619,Derbyshire,426710.21784976,359695.761682917
114,"Archer, Richard","s. John, of Snelson, co. Derby, pleb. Merton Coll., matric. 20 Jan., 1625-6, aged 18; B.A. 30 Jan., 1626-7, M.A. 10 July, 1629, one of these names vicar of Hayton, Notts, 1642. See Foster's Index Ecclesiasticus.",1625,Derbyshire,426710.21784976,359695.761682917
283,"Barker, Edward","of co. Derby, pleb. Lincoln Coll., matric. 22 June, 1610, aged 18.",1610,Derbyshire,426710.21784976,359695.761682917
541,"Blackwall, Thomas","of co. Derby, 'arm. fil. nat. max.' St. Edmund Hall, matric. 20 March, 1617-18, aged 14.",1617,Derbyshire,426710.21784976,359695.761682917
679,"Brailsford, Theophilus","s. Thomas, of Sene, co. Derby, pleb. Exeter Coll., matric. 15 Nov., 1622, aged 15. [35]",1622,Derbyshire,426710.21784976,359695.761682917
784,"Browne, Richard","of co. Derby, gent. University Coll., matric. 16 June, 1610, aged 14; B.A. 5 March, 1613-14.",1610,Derbyshire,426710.21784976,359695.761682917
1024,"Challenor, William","of co. Derby, pleb. Broadgates Hall, matric. 18 June, 1610, aged 16; B.A. 17 June 1613, M.A. 17 June, 1619, one of these names vicar of Brampton alias Braunton, Devon, 1622. See Foster's Index Ecclesiasticus.",1610,Derbyshire,426710.21784976,359695.761682917
1112,"Clarke, Gilbert","of co. Derby, pleb. Brasenose Coll., matric. 8 Dec., 1609, aged 17.",1609,Derbyshire,426710.21784976,359695.761682917
1125,"Clarke, Raphe","of co. Derby, gent. Brasenose Coll., matric. 8 Nov., 1611, aged 16; of the Inner Temple 1614, as of Chesterfield, co. Derby, gent. See Foster's Inns of Court Reg.",1611,Derbyshire,426710.21784976,359695.761682917
1458,"Curzon, Richard","of co. Derby, arm. Magdalen Coll., matric. 12 June, 1618, aged 17; brother of John same date.",1618,Derbyshire,426710.21784976,359695.761682917
1579,"Derby, Roger (Derbie)","s. Henry Derby, of Beamister, Dorset, sacerd. Lincoln Coll., matric. 27 Jan., 1625-6, aged 19; B.A. from New Inn Hall 24 Jan., 1627-8, M.A. 3 June, 1630, vicar of Somerton, Somerset, 1656. See Foster's Index Ecclesiasticus. [25]",1625,Derbyshire,426710.21784976,359695.761682917
1594,"Dickons, Thomas","of co. Derby, pleb. Brasenose Coll. matric. 10 Nov., 1621, aged 18; B.A. 7 July, 1623, M.A. 7 July, 1626. [30]",1621,Derbyshire,426710.21784976,359695.761682917
1935,"Eyre, Rowland","of co. Derby, arm. fil. nat. max. St. Edmund Hall, matric. 21 Nov., 1617, aged 16; B.A. 14 April, 1619, student of Lincoln's Inn 1618 (as son and heir of Thomas, of Hassop, co, Derby, esq.); rector of Leven, Yorks, 1625. See Foster's Inns of Court Reg.",1617,Derbyshire,426710.21784976,359695.761682917
1938,"Eyre, William","of co. Derby, arm. (2s.). St. Edmund Hall, matric. 21 Nov., 1617, aged 14; student of Lincoln's Inn 1621, as 2s. of Thomas, of Hassop, co. Derby, esq. See Foster's Inns of Court Reg.",1617,Derbyshire,426710.21784976,359695.761682917
2016,"Fisher, John (Fysher)","s. John, of Formarke, co. Derby, pleb. Lincoln Coll., matric. 30 April, 1624, aged 18; B.A. 9 March, 1626-7, M.A. 13 June, 1629, incorporated at Cambridge 1631. See Burrows, 506.",1624,Derbyshire,426710.21784976,359695.761682917
2172,"Fullwood, George","of co. Derby, pleb. Christ Church, matric. 19 June, 1610, aged 17.",1610,Derbyshire,426710.21784976,359695.761682917
2279,"Gilbert, Henry","of co. Derby, arm. fil. nat. max. Lincoln Coll., matric. 31 May, 1616, aged 18; of Locko, co. Derby (s. Thomas), died 1657; brother of William same date.",1616,Derbyshire,426710.21784976,359695.761682917
2488,"Guatson, Mathias","of co. Derby, pleb. Oriel Coll., matric. 7 April, 1609, aged 17. See Watson.",1609,Derbyshire,426710.21784976,359695.761682917
2624,"Harpur, John","of co. Derby, arm. Brasenose Coll., matric. 12 April, 1616, aged 14; probably son of Sir Richard, of Swarkston, kt., and himself knighted 4 July, 1630, and died s.p. 1677.",1616,Derbyshire,426710.21784976,359695.761682917
2665,"Harrisonne, Humphrey","of co. Derby, pleb. Brasenose Coll., matric. 22 Feb., 1604-5, aged 18; B.A. 10 July, 1607.",1604,Derbyshire,426710.21784976,359695.761682917
2703,"Haslam, Edward","of co. Derby, pleb. Brasenose Coll., matric. 28 June, 1620, aged 18; vicar of Beighton, co. Derby, 1638. See Foster's Index Ecclesiasticus.",1620,Derbyshire,426710.21784976,359695.761682917
2945,"Holme, George","of co. Derby, pleb. Brasenose Coll., matric. 21 Nov., 1617, aged 17; B.A. 3 May, 1621, M.A. 28 June, 1633, rector of Clowne, co. Derby, 1637, as Holme; perhaps father of Robert 1664. See Foster's Index Eccl.",1617,Derbyshire,426710.21784976,359695.761682917
3055,"Hull, Paul","of co. Derby, cler. fil. Queen's Coll., matric. 3 June, 1608, aged 14; B.A. 9 July, 1612, M.A. 20 May, 1615. [30]",1608,Derbyshire,426710.21784976,359695.761682917
3868,"Marshall, Robert","of co. Derby, pleb. Magdalen Hall, matric. 23 June 1621, aged 20.",1621,Derbyshire,426710.21784976,359695.761682917
4044,"Milward, Robert","of co. Derby, arm. Queen's Coll., matric. 26 June, 1612, aged 16.",1612,Derbyshire,426710.21784976,359695.761682917
4184,"Nedham, Marchaumont","of co. Derby, gent. St. John's Coll., matric. 16 June, 1610, aged 18; B.A. from Gloucester Hall 19 Feb., 1611-12; died 1621; father of the next-named. [10]",1610,Derbyshire,426710.21784976,359695.761682917
4396,"Parker, Edward","of co. Derby, gent. Queen's Coll., matric. 28 April, 1615, aged 15.",1615,Derbyshire,426710.21784976,359695.761682917
4678,"Porter, John","of co. Derby, cler. fil. Christ Church, matric. 7 Nov., 1606, aged 15; B.A. from Brasenose Coll. 26 June, 1610, M.A. 23 June, 1613, rector of Aston-upon-Trent, co. Derby, 1617. See Foster's Index Eccl. & London Marriage Licences, ed. Foster.",1606,Derbyshire,426710.21784976,359695.761682917
4686,"Pott, John","of co. Derby, pleb. Magdalen Hall, matric. 22 June, 1621, aged 17; B.A. 18 June, 1623, M.A. 6 July, 1626 (as Potts), rector of Darley, co. Derby, 1639. See Foster's Index Eccl.",1621,Derbyshire,426710.21784976,359695.761682917
5069,"Royle, Thomas","of co. Derby, pleb. Lincoln Coll., matric. 9 Nov., 1621, aged 15.",1621,Derbyshire,426710.21784976,359695.761682917
5110,"Sacheverell, Ferdinando","of co. Derby, arm. Lincoln Coll., matric. 31 May, 1616, aged 16; student of Gray's Inn 1618 (as s. Henry, of Hopewell, co. Derby, esq.); died 10 Jan., 1628-9; natural brother of Jacinth. See Foster's Gray's Inn Reg.",1616,Derbyshire,426710.21784976,359695.761682917
5529,"Stafforde, Thomas","of co. Derby, pleb. Magdalen Coll., matric. 2 Nov., 1621, aged 18, B.A. 7 June, 1624; perhaps rector of Lynch 1633, and of Lurgashall, Wilts, 1635. See Foster's Index Eccl. [10]",1621,Derbyshire,426710.21784976,359695.761682917
5542,"Stanhope, Thomas","of co. Derby, eq. aur. fil. Balliol Coll., matric. 15 March, 1615-16, aged 16, B.A. 16 Jan., 1617-18; student of Middle Temple 1615 as 5s. Edward, of Grimston, Yorks, kt.; brother of George. See Foster's Inns of Court Reg.",1615,Derbyshire,426710.21784976,359695.761682917
5592,"Stephenson, John","of co. Derby, cler. fil. Balliol Coll., matric. 27 April, 1610, aged 17.",1610,Derbyshire,426710.21784976,359695.761682917
5621,"Stone, Callingewood","of co. Derby, cler. fil. University Coll., matric. 4 July, 1606, aged 20.",1606,Derbyshire,426710.21784976,359695.761682917
6213,"Watson, Mathias","of Derbyshire, pleb. Oriel Coll., matric. 7 April, 1609, aged 17 (as Guatson); rector of Somershall Herbert, co. Derby, 1626. See Foster's Index Eccl.",1609,Derbyshire,426710.21784976,359695.761682917
6214,"Watson, Ralph","of co. Derby, cler. fil. Brasenose Coll., matric. 28 Jan. 1619-20, aged 17, B.A. 22 Nov., 1621; rector of Trusley, co. Derby, 1629. See Foster's Index Eccl. [16]",1619,Derbyshire,426710.21784976,359695.761682917
6500,"Wilmot, Robert (Williamotte)","of co. Derby, gent. Magdalen Hall, matric. 21 Jan., 1619-20, aged 16; bar.-at-law, Gray's Inn, 1633 (as son and heir of Robert, of Chaddesden, co. Derby); died 1657; brother of Nicholas 1626, and Edward 1620. See Foster's Judges and Barristers.",1619,Derbyshire,426710.21784976,359695.761682917
7,"Abell, Laurence","of Devon, 'paup. schol.' Exeter Coll., matric. 16 June, 1610, aged 20; B.A. from Broadgates Hall 21 Jan., 1612-13, M.A. 21 June, 1616.",1610,Devon,271879.608761291,96315.1800956221
8,"Abraham, Edward","of Devon, cler. fil. Wadham Coll., matric. 21 Feb., 1616-7, aged 18; B.A. 6 Feb., 1620-1, M.A. 22 June, 1624, fellow 1632, subdean 1629, librarian 1632, buried in the College Chapel 6 Dec., 1642. See Gardiner, 35.",1616,Devon,271879.608761291,96315.1800956221
9,"Abraham, John","of Devon, cler. fil. Wadham Coll., matric. 15 Nov., 1616, aged 20, B.A. 18 May, 1620; M.A. from St. Alban Hall, 1 July, 1623, rector of Stoodleigh, Devon, 1640. See Foster's Index Ecclesiasticus.",1616,Devon,271879.608761291,96315.1800956221
11,"Aclande, Baldwine","of Devon, gent. Exeter Coll., matric. 26 May, 1609, aged 16.",1609,Devon,271879.608761291,96315.1800956221
44,"Alford, John","of Devon, pleb. Merton Coll. matric. 16 Dec., 1608, aged 18; B.A. from St. Alban Hall 14 May, 1612. See O.H.S., xii.",1608,Devon,271879.608761291,96315.1800956221
80,"Amory, John","of Devon, gent. Balliol Coll., matric. 16 Oct., 1607, aged 18. See Vivian's Devon Visitations.",1607,Devon,271879.608761291,96315.1800956221
81,"Amye, Bernard","of Devon, pleb. Exeter Coll., matric. 16 June, 1610, aged 17.",1610,Devon,271879.608761291,96315.1800956221
126,"Arscott, Ezeckiel (Ayscott)","of Devon, gent. St. Alban Hall, matric. 28 June, 1605, aged 15; B.A. 15 Dec., 1608, M.A. 7 July, 1615, of Lamerton, Devon, made his will 3 March, 1647, proved 22 March, 1653.",1605,Devon,271879.608761291,96315.1800956221
127,"Arscott, Richard (Ascott)","of Devon, pleb. Exeter Coll., matric. 28 June, 1616, aged 24; B.A. 21 Oct., 1619.",1616,Devon,271879.608761291,96315.1800956221
169,"Atwill, John","of Devon, gent. Exeter Coll., matric. 13 Nov., 1607, aged 17. See Foster's Index Ecclesiasticus.",1607,Devon,271879.608761291,96315.1800956221
170,"Atwill, Peter","of Devon, arm. fil. natu. max. Wadham Coll., matric. 16 April, 1619, aged 17; son of William, of Kenton. See Devon Visitation, 1620.",1619,Devon,271879.608761291,96315.1800956221
200,"Ayshford, Roger","of Devon, gent. Wadham Coll., matric. 24 Nov., 1620, aged 16; B.A. 7 Feb., 1623-4, M.A. 26 Feb., 1626-7, rector of Bridford, Devon, 1635, buried 3 Jan., 1638-9. See Foster's Index Ecclesiasticus & Gardiner, 54.",1620,Devon,271879.608761291,96315.1800956221
208,"Bache, Arthur","of Devon, 'cler. fil.' Exeter Coll., matric. 16 Oct., 1618, aged 18; B.A. 31 Jan., 1621-2, vicar of Anthony, Cornwall, 1628. See Foster's Index Ecclesiasticus.",1618,Devon,271879.608761291,96315.1800956221
209,"Bache, James","of Devon, 'cler. fil.' Exeter Coll., matric. 3 May, 1621, aged 18.",1621,Devon,271879.608761291,96315.1800956221
215,"Badcocke, Nathaniel","of Devon, 'cler. fil.' Broadgates Hall, matric. 19 Oct., 1621, aged 21; B.A. 14 Nov., 1621, M.A. 10 June, 1624, his will proved at Oxford 31 May, 1628. [30]",1621,Devon,271879.608761291,96315.1800956221
237,"Baker, William","of Devon, gent. University Coll., matric. 29 July, 1603. aged 16; B.A. 3 Feb., 1606-7, M.A. 24 Oct., 1609.",1603,Devon,271879.608761291,96315.1800956221
251,"Ball, Robert","of Devon, gent. Bboadgates Hall, matric. 6 Nov., 1618, aged 17; B.A. from Balliol Coll. 28 Feb., 1621-2, M.A. 10 June, 1624, vicar of St. Mary Church, Devon, 1624. See Foster's Index Ecclesiasticus.",1618,Devon,271879.608761291,96315.1800956221
258,"Bamfeild, James","s. (Amyas), of Devon, equitis. St. Alban Hall, matric. 19 Jan., 1620-1, aged 18; B.A. 9 May, 1621, M.A. 4 Feb., 1623-4, rector of Black Torrington, Devon, 1627, and of Rattery 1634. See Foster's Index Ecclesiasticus.",1620,Devon,271879.608761291,96315.1800956221
259,"Bampfylde, John","of Devon, militis fil. Exeter Coll., matric. 13 July, 1604, aged 18; a student of the Middle Temple 1607, as son and heir of Amias, of Poltimore, Devon, knight; M.P. Tiverton 1621-2, Devon 1628-9, father of Francis 1634.",1604,Devon,271879.608761291,96315.1800956221
272,"Bancks, Peter","of Devon, 'paup. schol.' fil. Exeter Coll., matric. 16 June, 1610, aged 19; possibly rector of Zeal Monachorum, Devon, 1630. See Foster's Index Ecclesiasticus.",1610,Devon,271879.608761291,96315.1800956221
326,"Bartlett, Richard","of Devon, gent. Exeter Coll., matric. 30 Jan., 1606-7, aged 19; a student of the Middle Temple 1612, as son of John, of Exeter. See Foster's Inns of Court Reg.",1606,Devon,271879.608761291,96315.1800956221
346,"Basset, William","of Devon, eq. fil. University Coll., matric. 29 July, 1603, aged 20; son of Sir Arthur, and brother of Robert 1589.",1603,Devon,271879.608761291,96315.1800956221
347,"Bassett, William","of Devon, eq. fil. Exeter Coll., matric. 3 May, 1621, aged 18; died 7 May, 1634, brother of Arthur 1613.",1621,Devon,271879.608761291,96315.1800956221
348,"Bastable, James (Barnstable)","of Devon, pleb. Wadham Coll., matric. 30 May, 1617, aged 19; B.A. 28 Nov., 1620, as Bastable. [40]",1617,Devon,271879.608761291,96315.1800956221
363,"Batten, Henry","of Devon. Oriel Coll., matric. 26 June, 1612, aged 17; 'paup. schol.,' B.A. 19 June, 1615.",1612,Devon,271879.608761291,96315.1800956221
365,"Battishill, William","of Devon, gent. Exeter Coll., matric. 23 March, 1603-4, aged 15; fellow 1606-18, B.A. 14 July, 1609, M.A. 4 May, 1612, vicar of Shebbeare, Devon, 1620. See Foster's Index Ecclesiasticus & Boase, i. 56.",1603,Devon,271879.608761291,96315.1800956221
381,"Bayley, Thomas","of Devon, 'cler. fil.' Broadgates Hall, matric. 8 March, 1610-11, aged 16; B.A. from Balliol Coll. 4 Nov., 1614, M.A. 23 March, 1617-18, rector of Langtree, Devon, 1624. See Foster's Index Ecclesiasticus. [6]",1610,Devon,271879.608761291,96315.1800956221
429,"Bellmayne, Richard","of Devon, pleb. Queen's Coll., matric. 15 March, 1610-11, aged 16; B.A. 25 Oct., 1613.",1610,Devon,271879.608761291,96315.1800956221
430,"Bellmayne, Robert","of Devon, gent. Exeter Coll., matric. 20 July, 1621, aged 17; B.A. 17 Feb., 1624-5, M.A. 6 July, 1627, vicar of St. Kew, Cornwall, 1639. See Foster's Index Ecclesiasticus.",1621,Devon,271879.608761291,96315.1800956221
431,"Bellott, Rawley","of Devon, gent. Corpus Christi Coll., matric. 27 Oct., 1615, aged 14; B.A. 8 Feb., 1619-20, M.A. 24 April, 1623, son and heir of Thomas, who went to Ireland.",1615,Devon,271879.608761291,96315.1800956221
437,"Bennet, Christopher","of Devon, pleb. Oriel Coll., matric. 27 Oct., 1615, aged 17.",1615,Devon,271879.608761291,96315.1800956221
442,"Bennett, John","s. John, of Chudleigh, Devon, gent. Exeter Coll., matric. 13 Dec., 1622, aged 18.",1622,Devon,271879.608761291,96315.1800956221
477,"Berrill, Tristram","of Devon, gent. St. Mary Hall, matric. 6 May, 1608, aged 19.",1608,Devon,271879.608761291,96315.1800956221
479,"Berry, John","of Devon, pleb. Exeter Coll., matric. 16 June, 1610, aged 21; B.A. 21 June, 1613, M.A. 12 June, 1616 (incorp. at Cambridge 1619).",1610,Devon,271879.608761291,96315.1800956221
480,"Berry, Thomas","'Paup. Schol,' of Devon. Exeter Coll., matric. 16 June, 1610, aged 19; B.A. 17 May, 1613, M.A. 28 Jan., 1619-20, as Bury.",1610,Devon,271879.608761291,96315.1800956221
488,"Bevis, Peter","of Devon, gent. Exeter Coll., matric. 30 Jan., 1606-7, aged 15; bar.-at-law, Middle Temple, 1617, as son and heir of Richard, late of Exeter, gent., deceased. See Foster's Judges and Barristers.",1606,Devon,271879.608761291,96315.1800956221
515,"Bird, William (Byrd)","of Devon, pleb. Hart Hall, matric. 16 June, 1610, aged 16; B.C.L. from All Soul's Coll. 10 Dec., 1617.",1610,Devon,271879.608761291,96315.1800956221
516,"Birdall, Thomas","s. William, of Exeter, Devon, pleb. Exeter Coll., matric. 16 July, 1625, aged 17. See Calamy, iii. 243.",1625,Devon,271879.608761291,96315.1800956221
524,"Bishop, John (Byshopp)","of Devon, pleb. Exeter Coll., matric. 31 Oct., 1606, aged 18, 'paup. schol.;' B.A. 27 June, 1610, rector of Nymet Rowland, Devon, 1619. See Foster's Index Ecclesiasticus.",1606,Devon,271879.608761291,96315.1800956221
535,"Blackmoore, Antony","of Devon, pleb. Exeter Coll., matric. 17 Dec., 1619, aged 14; B.A. 20 Feb., 1622-3, a student of the Inner Temple 1621 as son of Hugh, of Bishops Nympton, Devon, gent., dead before 1651, brother of the next named. See Foster's Inns of Court Reg.",1619,Devon,271879.608761291,96315.1800956221
554,"Blayney, James","of Devon, 'cler. fil.' Exeter Coll., matric. 3 May, 1621, aged 21; B.A. from Hart Hall 23 June, 1623, rector of Bittadon, Devon, 1635. See Foster's Index Ecclesiasticus. [15]",1621,Devon,271879.608761291,96315.1800956221
564,"Blighe, Nevell","of Devon, arm. fil. nat. max. Exeter Coll., matric. 17 Dec., 1619, aged 18; student of Middle Temple 1623 (as son and heir of Nevell, of Carnedon, Cornwall, gent.), buried at St. Mary Launceston 22 Jan., 1655. See Foster's Inns of Court Reg.",1619,Devon,271879.608761291,96315.1800956221
565,"Blight, Gilbert","of Devon, pleb. Balliol Coll., matric. 28 June, 1604, aged 20; (son of John, of Bodmin), vicar of Colan 1614. See Foster's Index Ecclesiasticus.",1604,Devon,271879.608761291,96315.1800956221
576,"Bluet, John","of Devon, arm. 'fil. nat. max.' Wadham Coll., matric. 16 April, 1619, aged 15; (son and heir of Arthur) of Holcombe Rogus, Devon, M.P. Tiverton 1628-9, died 28 Nov., 1634, monument in Holcombe Rogus church, Devon. See Gardiner, 48.",1619,Devon,271879.608761291,96315.1800956221
579,"Bodley, Jerome","of Devon, 'cler. fil.' Broadgates Hall, matric. 6 July, 1604, aged 20; rector of Witherstone, Dorset, 1608. See Foster's Index Ecclesiasticus.",1604,Devon,271879.608761291,96315.1800956221
594,"Bolt, Peter","of Devon, gent. Wadham Coll., matric. 24 Nov., 1615, aged 19; B.A. from Broadgates Hall 24 Nov., 1617.",1615,Devon,271879.608761291,96315.1800956221
600,"Boodon, Nathaniel","of Devon, gent. Exeter Coll., matric. 13 July, 1604, aged 18.",1604,Devon,271879.608761291,96315.1800956221
632,"Bovey, William","s. Nicholas, of Staverton, Devon, pleb. Queen's Coll., matric. 12 Dec., 1623, aged 17; B.A. from Gloucester Hall 15 Dec., 1627. [30]",1623,Devon,271879.608761291,96315.1800956221
634,"Bowbeare, William (Bowebeare)","of Devon, 'cler. fil.' Broadgates Hall, matric. 7 June, 1605, aged 20.",1605,Devon,271879.608761291,96315.1800956221
636,"Bowden, Robert","of Devon, pleb. Exeter Coll., matric. 24 Nov., 1620, aged 21. [10]",1620,Devon,271879.608761291,96315.1800956221
660,"Braddon, John","of Devon, pleb. Exeter Coll., matric. 5 May, 1615, aged 22; B.A. 15 June, 1616, rector of Otterham, Cornwall, 1621. See Foster's Index Ecclesiasticus.",1615,Devon,271879.608761291,96315.1800956221
661,"Bradford, Humfrey","of Devon, 'cler. fil.' Exeter Coll., matric. 17 Dec., 1619, aged 19; rector of Nymet Rowland, Devon, 1625, etc. See Foster's Index Ecclesiasticus.",1619,Devon,271879.608761291,96315.1800956221
664,"Bradford, Thomas","of Devon, pleb. Exeter Coll., matric. 7 June, 1611, aged 15; B.A. 19 Oct., 1614.",1611,Devon,271879.608761291,96315.1800956221
