participant_id,group,l1,instruction,aoa,years_learning,item_id,tense,adverb_type,adverb_example,rating
N20,native,Spanish,,,,item_01,PPS,anterioridad_inmediata,hace un rato,6
N20,native,Spanish,,,,item_02,PPS,anterioridad_inmediata,hace un rato,7
N20,native,Spanish,,,,item_03,PPS,anterioridad_inmediata,hace un rato,5
N20,native,Spanish,,,,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
N20,native,Spanish,,,,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
N20,native,Spanish,,,,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
N20,native,Spanish,,,,item_07,PPS,anterioridad_lejana,hace dos meses,7
N20,native,Spanish,,,,item_08,PPS,anterioridad_lejana,hace dos meses,7
N20,native,Spanish,,,,item_09,PPS,anterioridad_lejana,hace dos meses,7
N20,native,Spanish,,,,item_10,PPC,anterioridad_inmediata,hace un rato,6
N20,native,Spanish,,,,item_11,PPC,anterioridad_inmediata,hace un rato,5
N20,native,Spanish,,,,item_12,PPC,anterioridad_inmediata,hace un rato,7
N20,native,Spanish,,,,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
N20,native,Spanish,,,,item_14,PPC,momento_no_terminado,hoy / esta mañana,7
N20,native,Spanish,,,,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
N20,native,Spanish,,,,item_16,PPC,anterioridad_lejana,hace dos meses,1
N20,native,Spanish,,,,item_17,PPC,anterioridad_lejana,hace dos meses,2
N20,native,Spanish,,,,item_18,PPC,anterioridad_lejana,hace dos meses,2
L01,learner,Slovak,bilingual,17.0,12.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L01,learner,Slovak,bilingual,17.0,12.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L01,learner,Slovak,bilingual,17.0,12.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L01,learner,Slovak,bilingual,17.0,12.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L01,learner,Slovak,bilingual,17.0,12.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L01,learner,Slovak,bilingual,17.0,12.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L01,learner,Slovak,bilingual,17.0,12.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L01,learner,Slovak,bilingual,17.0,12.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L01,learner,Slovak,bilingual,17.0,12.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L01,learner,Slovak,bilingual,17.0,12.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L01,learner,Slovak,bilingual,17.0,12.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L01,learner,Slovak,bilingual,17.0,12.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L01,learner,Slovak,bilingual,17.0,12.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,7
L01,learner,Slovak,bilingual,17.0,12.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L01,learner,Slovak,bilingual,17.0,12.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L01,learner,Slovak,bilingual,17.0,12.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L01,learner,Slovak,bilingual,17.0,12.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L01,learner,Slovak,bilingual,17.0,12.0,item_18,PPC,anterioridad_lejana,hace dos meses,1
L02,learner,Slovak,bilingual,14.0,13.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L02,learner,Slovak,bilingual,14.0,13.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L02,learner,Slovak,bilingual,14.0,13.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L02,learner,Slovak,bilingual,14.0,13.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L02,learner,Slovak,bilingual,14.0,13.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L02,learner,Slovak,bilingual,14.0,13.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L02,learner,Slovak,bilingual,14.0,13.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L02,learner,Slovak,bilingual,14.0,13.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L02,learner,Slovak,bilingual,14.0,13.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L02,learner,Slovak,bilingual,14.0,13.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L02,learner,Slovak,bilingual,14.0,13.0,item_11,PPC,anterioridad_inmediata,hace un rato,4
L02,learner,Slovak,bilingual,14.0,13.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L02,learner,Slovak,bilingual,14.0,13.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L02,learner,Slovak,bilingual,14.0,13.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,7
L02,learner,Slovak,bilingual,14.0,13.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L02,learner,Slovak,bilingual,14.0,13.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L02,learner,Slovak,bilingual,14.0,13.0,item_17,PPC,anterioridad_lejana,hace dos meses,6
L02,learner,Slovak,bilingual,14.0,13.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L03,learner,Slovak,ELE,7.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L03,learner,Slovak,ELE,7.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L03,learner,Slovak,ELE,7.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L03,learner,Slovak,ELE,7.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L03,learner,Slovak,ELE,7.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,2
L03,learner,Slovak,ELE,7.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
L03,learner,Slovak,ELE,7.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L03,learner,Slovak,ELE,7.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L03,learner,Slovak,ELE,7.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L03,learner,Slovak,ELE,7.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,4
L03,learner,Slovak,ELE,7.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L03,learner,Slovak,ELE,7.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L03,learner,Slovak,ELE,7.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L03,learner,Slovak,ELE,7.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,7
L03,learner,Slovak,ELE,7.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,6
L03,learner,Slovak,ELE,7.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L03,learner,Slovak,ELE,7.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L03,learner,Slovak,ELE,7.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L04,learner,Slovak,bilingual,10.0,5.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L04,learner,Slovak,bilingual,10.0,5.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L04,learner,Slovak,bilingual,10.0,5.0,item_03,PPS,anterioridad_inmediata,hace un rato,6
L04,learner,Slovak,bilingual,10.0,5.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L04,learner,Slovak,bilingual,10.0,5.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L04,learner,Slovak,bilingual,10.0,5.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L04,learner,Slovak,bilingual,10.0,5.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L04,learner,Slovak,bilingual,10.0,5.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L04,learner,Slovak,bilingual,10.0,5.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L04,learner,Slovak,bilingual,10.0,5.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L04,learner,Slovak,bilingual,10.0,5.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L04,learner,Slovak,bilingual,10.0,5.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L04,learner,Slovak,bilingual,10.0,5.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L04,learner,Slovak,bilingual,10.0,5.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L04,learner,Slovak,bilingual,10.0,5.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L04,learner,Slovak,bilingual,10.0,5.0,item_16,PPC,anterioridad_lejana,hace dos meses,6
L04,learner,Slovak,bilingual,10.0,5.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L04,learner,Slovak,bilingual,10.0,5.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L05,learner,Slovak,ELE,11.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L05,learner,Slovak,ELE,11.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L05,learner,Slovak,ELE,11.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L05,learner,Slovak,ELE,11.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L05,learner,Slovak,ELE,11.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L05,learner,Slovak,ELE,11.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L05,learner,Slovak,ELE,11.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L05,learner,Slovak,ELE,11.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L05,learner,Slovak,ELE,11.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L05,learner,Slovak,ELE,11.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L05,learner,Slovak,ELE,11.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L05,learner,Slovak,ELE,11.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L05,learner,Slovak,ELE,11.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,7
L05,learner,Slovak,ELE,11.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L05,learner,Slovak,ELE,11.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L05,learner,Slovak,ELE,11.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L05,learner,Slovak,ELE,11.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L05,learner,Slovak,ELE,11.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,5
L06,learner,Slovak,bilingual,15.0,11.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L06,learner,Slovak,bilingual,15.0,11.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L06,learner,Slovak,bilingual,15.0,11.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L06,learner,Slovak,bilingual,15.0,11.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L06,learner,Slovak,bilingual,15.0,11.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L06,learner,Slovak,bilingual,15.0,11.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L06,learner,Slovak,bilingual,15.0,11.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L06,learner,Slovak,bilingual,15.0,11.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L06,learner,Slovak,bilingual,15.0,11.0,item_09,PPS,anterioridad_lejana,hace dos meses,3
L06,learner,Slovak,bilingual,15.0,11.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L06,learner,Slovak,bilingual,15.0,11.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L06,learner,Slovak,bilingual,15.0,11.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L06,learner,Slovak,bilingual,15.0,11.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,7
L06,learner,Slovak,bilingual,15.0,11.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L06,learner,Slovak,bilingual,15.0,11.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,6
L06,learner,Slovak,bilingual,15.0,11.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L06,learner,Slovak,bilingual,15.0,11.0,item_17,PPC,anterioridad_lejana,hace dos meses,6
L06,learner,Slovak,bilingual,15.0,11.0,item_18,PPC,anterioridad_lejana,hace dos meses,5
L07,learner,Slovak,ELE,9.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L07,learner,Slovak,ELE,9.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L07,learner,Slovak,ELE,9.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L07,learner,Slovak,ELE,9.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L07,learner,Slovak,ELE,9.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L07,learner,Slovak,ELE,9.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L07,learner,Slovak,ELE,9.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L07,learner,Slovak,ELE,9.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L07,learner,Slovak,ELE,9.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L07,learner,Slovak,ELE,9.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L07,learner,Slovak,ELE,9.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L07,learner,Slovak,ELE,9.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,4
L07,learner,Slovak,ELE,9.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,3
L07,learner,Slovak,ELE,9.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,2
L07,learner,Slovak,ELE,9.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,1
L07,learner,Slovak,ELE,9.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L07,learner,Slovak,ELE,9.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L07,learner,Slovak,ELE,9.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,1
L08,learner,Slovak,bilingual,11.0,8.0,item_01,PPS,anterioridad_inmediata,hace un rato,1
L08,learner,Slovak,bilingual,11.0,8.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L08,learner,Slovak,bilingual,11.0,8.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L08,learner,Slovak,bilingual,11.0,8.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L08,learner,Slovak,bilingual,11.0,8.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L08,learner,Slovak,bilingual,11.0,8.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L08,learner,Slovak,bilingual,11.0,8.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L08,learner,Slovak,bilingual,11.0,8.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L08,learner,Slovak,bilingual,11.0,8.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L08,learner,Slovak,bilingual,11.0,8.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L08,learner,Slovak,bilingual,11.0,8.0,item_11,PPC,anterioridad_inmediata,hace un rato,2
L08,learner,Slovak,bilingual,11.0,8.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L08,learner,Slovak,bilingual,11.0,8.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,2
L08,learner,Slovak,bilingual,11.0,8.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L08,learner,Slovak,bilingual,11.0,8.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L08,learner,Slovak,bilingual,11.0,8.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L08,learner,Slovak,bilingual,11.0,8.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L08,learner,Slovak,bilingual,11.0,8.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L09,learner,Slovak,bilingual,14.0,8.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L09,learner,Slovak,bilingual,14.0,8.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L09,learner,Slovak,bilingual,14.0,8.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L09,learner,Slovak,bilingual,14.0,8.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L09,learner,Slovak,bilingual,14.0,8.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L09,learner,Slovak,bilingual,14.0,8.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L09,learner,Slovak,bilingual,14.0,8.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L09,learner,Slovak,bilingual,14.0,8.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L09,learner,Slovak,bilingual,14.0,8.0,item_09,PPS,anterioridad_lejana,hace dos meses,3
L09,learner,Slovak,bilingual,14.0,8.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L09,learner,Slovak,bilingual,14.0,8.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L09,learner,Slovak,bilingual,14.0,8.0,item_12,PPC,anterioridad_inmediata,hace un rato,3
L09,learner,Slovak,bilingual,14.0,8.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L09,learner,Slovak,bilingual,14.0,8.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L09,learner,Slovak,bilingual,14.0,8.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L09,learner,Slovak,bilingual,14.0,8.0,item_16,PPC,anterioridad_lejana,hace dos meses,1
L09,learner,Slovak,bilingual,14.0,8.0,item_17,PPC,anterioridad_lejana,hace dos meses,1
L09,learner,Slovak,bilingual,14.0,8.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L10,learner,Slovak,bilingual,18.0,11.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L10,learner,Slovak,bilingual,18.0,11.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L10,learner,Slovak,bilingual,18.0,11.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L10,learner,Slovak,bilingual,18.0,11.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L10,learner,Slovak,bilingual,18.0,11.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,7
L10,learner,Slovak,bilingual,18.0,11.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L10,learner,Slovak,bilingual,18.0,11.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L10,learner,Slovak,bilingual,18.0,11.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L10,learner,Slovak,bilingual,18.0,11.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L10,learner,Slovak,bilingual,18.0,11.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L10,learner,Slovak,bilingual,18.0,11.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L10,learner,Slovak,bilingual,18.0,11.0,item_12,PPC,anterioridad_inmediata,hace un rato,4
L10,learner,Slovak,bilingual,18.0,11.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L10,learner,Slovak,bilingual,18.0,11.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,6
L10,learner,Slovak,bilingual,18.0,11.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L10,learner,Slovak,bilingual,18.0,11.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L10,learner,Slovak,bilingual,18.0,11.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L10,learner,Slovak,bilingual,18.0,11.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L11,learner,Slovak,bilingual,14.0,11.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L11,learner,Slovak,bilingual,14.0,11.0,item_02,PPS,anterioridad_inmediata,hace un rato,1
L11,learner,Slovak,bilingual,14.0,11.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L11,learner,Slovak,bilingual,14.0,11.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L11,learner,Slovak,bilingual,14.0,11.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L11,learner,Slovak,bilingual,14.0,11.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,1
L11,learner,Slovak,bilingual,14.0,11.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L11,learner,Slovak,bilingual,14.0,11.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L11,learner,Slovak,bilingual,14.0,11.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L11,learner,Slovak,bilingual,14.0,11.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L11,learner,Slovak,bilingual,14.0,11.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L11,learner,Slovak,bilingual,14.0,11.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L11,learner,Slovak,bilingual,14.0,11.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L11,learner,Slovak,bilingual,14.0,11.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L11,learner,Slovak,bilingual,14.0,11.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L11,learner,Slovak,bilingual,14.0,11.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L11,learner,Slovak,bilingual,14.0,11.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L11,learner,Slovak,bilingual,14.0,11.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L12,learner,Slovak,bilingual,8.0,9.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L12,learner,Slovak,bilingual,8.0,9.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L12,learner,Slovak,bilingual,8.0,9.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L12,learner,Slovak,bilingual,8.0,9.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L12,learner,Slovak,bilingual,8.0,9.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,6
L12,learner,Slovak,bilingual,8.0,9.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L12,learner,Slovak,bilingual,8.0,9.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L12,learner,Slovak,bilingual,8.0,9.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L12,learner,Slovak,bilingual,8.0,9.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L12,learner,Slovak,bilingual,8.0,9.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L12,learner,Slovak,bilingual,8.0,9.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L12,learner,Slovak,bilingual,8.0,9.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L12,learner,Slovak,bilingual,8.0,9.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,2
L12,learner,Slovak,bilingual,8.0,9.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L12,learner,Slovak,bilingual,8.0,9.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L12,learner,Slovak,bilingual,8.0,9.0,item_16,PPC,anterioridad_lejana,hace dos meses,6
L12,learner,Slovak,bilingual,8.0,9.0,item_17,PPC,anterioridad_lejana,hace dos meses,7
L12,learner,Slovak,bilingual,8.0,9.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L13,learner,Slovak,bilingual,7.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L13,learner,Slovak,bilingual,7.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L13,learner,Slovak,bilingual,7.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L13,learner,Slovak,bilingual,7.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L13,learner,Slovak,bilingual,7.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L13,learner,Slovak,bilingual,7.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L13,learner,Slovak,bilingual,7.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L13,learner,Slovak,bilingual,7.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,7
L13,learner,Slovak,bilingual,7.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,7
L13,learner,Slovak,bilingual,7.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L13,learner,Slovak,bilingual,7.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L13,learner,Slovak,bilingual,7.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L13,learner,Slovak,bilingual,7.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L13,learner,Slovak,bilingual,7.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L13,learner,Slovak,bilingual,7.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L13,learner,Slovak,bilingual,7.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L13,learner,Slovak,bilingual,7.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L13,learner,Slovak,bilingual,7.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L14,learner,Slovak,ELE,17.0,8.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L14,learner,Slovak,ELE,17.0,8.0,item_02,PPS,anterioridad_inmediata,hace un rato,4
L14,learner,Slovak,ELE,17.0,8.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L14,learner,Slovak,ELE,17.0,8.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L14,learner,Slovak,ELE,17.0,8.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,2
L14,learner,Slovak,ELE,17.0,8.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L14,learner,Slovak,ELE,17.0,8.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L14,learner,Slovak,ELE,17.0,8.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L14,learner,Slovak,ELE,17.0,8.0,item_09,PPS,anterioridad_lejana,hace dos meses,2
L14,learner,Slovak,ELE,17.0,8.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L14,learner,Slovak,ELE,17.0,8.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L14,learner,Slovak,ELE,17.0,8.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L14,learner,Slovak,ELE,17.0,8.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,7
L14,learner,Slovak,ELE,17.0,8.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L14,learner,Slovak,ELE,17.0,8.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L14,learner,Slovak,ELE,17.0,8.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L14,learner,Slovak,ELE,17.0,8.0,item_17,PPC,anterioridad_lejana,hace dos meses,1
L14,learner,Slovak,ELE,17.0,8.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L15,learner,Slovak,bilingual,16.0,6.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L15,learner,Slovak,bilingual,16.0,6.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L15,learner,Slovak,bilingual,16.0,6.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L15,learner,Slovak,bilingual,16.0,6.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L15,learner,Slovak,bilingual,16.0,6.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,7
