origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu
Gifhorn,Germany,52.48861111,10.54638889,41518,Hallsberg,59.06666667,15.11666667,8146,Sweden,785,EU
Oedheim,Germany,49.23333333,9.25,6303,Degerfors Municipality,59.23333333,14.43333333,,Sweden,1161,EU
Ostseebad Insel Poel,Germany,54,11.43333333,2488,Hammarö Municipality,59.33333333,13.43333333,,Sweden,605,EU
Herbolzheim,Germany,48.22194444,7.7775,,Oliva,38.91944444,-0.121111111,25789,Spain,1213,EU
Plochingen,Germany,48.71166667,9.416388889,13997,Landskrona Municipality,55.86666667,12.85,,Sweden,829,EU
Nußloch,Germany,49.32361111,8.693888889,,Segorbe,39.8519011,-0.4895537,9005,Spain,1278,EU
Oppenheim,Germany,49.85555556,8.360277778,7308,Calp,38.645,0.044166667,19591,Spain,1409,EU
Würzburg,Germany,49.79444444,9.929444444,127200,Salamanca,40.965,-5.663888889,144949,Spain,1559,EU
Würzburg,Germany,49.79444444,9.929444444,127200,Umeå Municipality,63.83333333,20.25,,Sweden,1678,EU
Apolda,Germany,51.02472222,11.51388889,22364,Mark Municipality,57.51666667,12.68333333,,Sweden,726,EU
Espelkamp,Germany,52.37722222,8.632777778,,Borås Municipality,57.71666667,12.93333333,108083,Sweden,654,EU
Schlieben,Germany,51.71666667,13.38305556,,Ljusdal Municipality,61.83333333,16.08333333,,Sweden,1137,EU
Stromberg,Germany,49.94694444,7.779444444,,Finspång Municipality,58.70916667,15.78694444,21018,Sweden,1102,EU
Dormagen,Germany,51.1,6.816666667,62498,Toro,41.52611111,-5.394722222,9115,Spain,1415,EU
Rastatt,Germany,48.85722222,8.203055556,47586,Almería,36.83333333,-2.45,194515,Spain,1591,EU
Schneverdingen,Germany,53.11666667,9.8,18676,Eksjö Municipality,57.66666667,14.96666667,16576,Sweden,602,EU
Paderborn,Germany,51.71666667,8.766666667,148126,Pamplona,42.81666667,-1.65,201311,Spain,1261,EU
Borken,Germany,51.84388889,6.858333333,42272,Mölndal Municipality,57.65416667,12.01916667,63739,Sweden,726,EU
Mindelheim,Germany,48.03333333,10.46666667,11849,Sant Feliu de Guíxols,41.780556,3.030556,21760,Spain,908,EU
Wolgast,Germany,54.05,13.76666667,12355,Sölvesborg Municipality,56.05,14.58333333,,Sweden,228,EU
Tarp,Germany,54.66666667,9.4,,Örnsköldsvik Municipality,63.28333333,18.73333333,,Sweden,1095,EU
Rellingen,Germany,53.65,9.816666667,,Munkedal Municipality,58.48333333,11.68333333,,Sweden,550,EU
Neusäß,Germany,48.4,10.83333333,21617,Eksjö,57.66666667,14.96666667,9214,Sweden,1066,EU
Berlin,Germany,52.51666667,13.38333333,3469849,Madrid,40.41888889,-3.691944444,3165541,Spain,1867,EU
Husby,Germany,54.76666667,9.566666667,,Vänersborg Municipality,58.38333333,12.31666667,,Sweden,436,EU
Espelkamp,Germany,52.37722222,8.632777778,,Borås Municipality,57.71666667,12.93333333,109054,Sweden,654,EU
Böhl-Iggelheim,Germany,49.37138889,8.308611111,,Schlanders,46.63333333,10.78333333,,Italy,356,EU
Heroldsberg,Germany,49.53333333,11.15,6345,Taio,46.31666667,11.06666667,,Italy,358,EU
Ettlingen,Germany,48.93333333,8.4,38861,Menfi,37.60777778,12.96861111,12725,Italy,1312,EU
Weimar,Germany,50.98333333,11.31666667,64131,Hämeenlinna,61,24.44138889,68011,Finland,1375,EU
Haar,Germany,48.1,11.73333333,16645,Ahrntal,46.99694444,11.98027778,5968,Italy,124,EU
Mülheim an der Ruhr,Germany,51.42833333,6.878888889,169278,Kouvola,60.86805556,26.70416667,85855,Finland,1604,EU
Ottobrunn,Germany,48.06666667,11.66666667,18784,Margreid an der Weinstraße,46.28791,11.21068,,Italy,201,EU
Freising,Germany,48.40277778,11.74888889,34325,Innichen,46.73333333,12.28333333,3305,Italy,190,EU
Hof,Germany,50.31666667,11.91666667,44522,Joensuu,62.6,29.76388889,75514,Finland,1739,EU
Calw,Germany,48.71444444,8.7375,22600,Latsch,46.61641,10.85726,,Italy,282,EU
Weiterstadt,Germany,49.9,8.6,,Kiens,46.8068,11.84002,,Italy,419,EU
Potsdam,Germany,52.4,13.06666667,167505,Jyväskylä,62.23333333,25.73333333,137368,Finland,1327,EU
Rottach-Egern,Germany,47.68972222,11.77055556,5619,Kastelruth,46.56666667,11.56666667,6802,Italy,126,EU
Greifswald,Germany,54.08333333,13.38333333,56685,Kotka,60.46666667,26.94583333,54319,Finland,1077,EU
Bremerhaven,Germany,53.55,8.583333333,114025,Pori,61.48472222,21.79722222,85363,Finland,1179,EU
Engen,Germany,47.85277778,8.771388889,,Moneglia,44.23861944,9.490275,2809,Italy,406,EU
Celle,Germany,52.62555556,10.0825,69748,Hämeenlinna,61,24.44138889,68011,Finland,1272,EU
Vechelde,Germany,52.26083333,10.37194444,,Valkeakoski,61.26666667,24.03055556,21332,Finland,1297,EU
Tuningen,Germany,48.02666667,8.601666667,,Camogli,44.34839722,9.155758333,,Italy,411,EU
Ratingen,Germany,51.3,6.85,87943,Kokkola,63.83333333,23.13333333,47570,Finland,1688,EU
Lübeck,Germany,53.86972222,10.68638889,216253,Kotka,60.46666667,26.94583333,54319,Finland,1219,EU
Mainz,Germany,50,8.266666667,209779,Rodeneck,46.8,11.7,,Italy,438,EU
Reinheim,Germany,49.82611111,8.834791667,,Licata,37.10833333,13.94694444,,Italy,1472,EU
Cadolzburg,Germany,49.45,10.86666667,8003,Ulten Valley,46.55,11,,Italy,323,EU
Rottach-Egern,Germany,47.68972222,11.77055556,5619,Kastelruth,46.56662,11.56098,6802,Italy,126,EU
Bad Honnef,Germany,50.645,7.226944444,25078,Cadenabbia,45.99055556,9.23638889,,Italy,539,EU
Dillingen/Saar,Germany,49.35,6.733333333,21526,Sutera,37.5244,13.73527778,,Italy,1430,EU
Mindelheim,Germany,48.03333333,10.46666667,11849,Tramin an der Weinstraße,46.35,11.25,3348,Italy,197,EU
Coburg,Germany,50.26666667,10.96666667,40994,"Gais, South Tyrol",46.83333333,11.95,,Italy,389,EU
Rödermark,Germany,49.9775,8.828055556,,Tramin an der Weinstraße,46.35,11.25,3348,Italy,442,EU
Salzgitter,Germany,52.153657,10.405849,101079,Imatra,61.19305556,28.77638889,27835,Finland,1497,EU
Hagen,Germany,51.35944444,7.475,189044,Kouvola,60.86805556,26.70416667,85855,Finland,1583,EU
Finthen,Germany,49.9861,8.175,,Rodeneck,46.78333333,11.68333333,,Italy,440,EU
Stralsund,Germany,54.3,13.08333333,58041,Pori,61.48472222,21.79722222,85363,Finland,949,EU
Heringsdorf,Germany,53.96666667,14.16666667,,Folgaria,45.91666667,11.18333333,,Italy,920,EU
Gelnhausen,Germany,50.20268,9.19055,22687,"Marling, South Tyrol",46.65262,11.14546,,Italy,420,EU
Essen,Germany,51.458069,7.014761,582624,Tampere,61.49805556,23.76083333,225118,Finland,1509,EU
Wehrheim,Germany,50.30333333,8.570972222,,Mühlbach,46.8,11.66666667,3065,Italy,452,EU
Groß-Gerau,Germany,49.92138889,8.481805556,,Bruneck,46.79942,11.93429,16010,Italy,431,EU
Halle,Germany,51.48305556,11.97194444,236991,Oulu,65.01666667,25.46666667,198525,Finland,1691,EU
Chemnitz,Germany,50.83333333,12.91666667,248645,Tampere,61.49805556,23.76083333,225118,Finland,1359,EU
Kiel,Germany,54.32527778,10.14055556,246269,Vaasa,63.1,21.61666667,67619,Finland,1176,EU
Aschersleben,Germany,51.75,11.46666667,27701,Kerava,60.40277778,25.1,35293,Finland,1276,EU
Garmisch-Partenkirchen,Germany,47.5,11.08333333,26821,Lahti,60.98333333,25.65555556,118848,Finland,1764,EU
Hausham,Germany,47.75,11.85,10289,Levico Terme,46.01666667,11.3,,Italy,197,EU
Buchholz in der Nordheide,Germany,53.31666667,9.866666667,38487,Järvenpää,60.47222222,25.08888889,40106,Finland,1215,EU
Hechingen,Germany,48.35166667,8.963333333,18839,Graun im Vinschgau,46.8,10.53333333,,Italy,209,EU
Bad Segeberg,Germany,53.93555556,10.30888889,17176,Riihimäki,60.73333333,24.76666667,29269,Finland,1146,EU
Bad Honnef,Germany,50.645,7.226944444,25078,Cadenabbia,45.98861,9.23615,,Italy,539,EU
Wehrheim,Germany,50.30333333,8.570972222,,Mühlbach,46.79658,11.66754,3065,Italy,452,EU
Frankfurt (Oder),Germany,52.35,14.55,58018,Vantaa,60.3,25.03333333,214605,Finland,1092,EU
Weiterstadt,Germany,49.9,8.6,,Kiens,46.81666667,11.83333333,,Italy,419,EU
Rostock,Germany,54.08333333,12.13333333,206011,Turku,60.45166667,22.27,186014,Finland,932,EU
Kirchheimbolanden,Germany,49.66638889,8.011666667,7726,Ritten,46.53333333,11.45,,Italy,431,EU
Müllheim,Germany,47.80833333,7.630833333,18286,Ledro,45.88333333,10.73333333,5418,Italy,319,EU
Kirchheimbolanden,Germany,49.66638889,8.011666667,7726,Ritten,46.54152,11.45728,,Italy,431,EU
Neustrelitz,Germany,53.36472222,13.06361111,20504,Rovaniemi,66.50138889,25.73472222,61763,Finland,1615,EU
Wismar,Germany,53.8925,11.465,42219,Kemi,65.73611111,24.56388889,21758,Finland,1500,EU
Hoyerswerda,Germany,51.43305556,14.25,33843,Sutera,37.5244,13.73527778,,Italy,1547,EU
Remseck,Germany,48.86888889,9.276388889,25759,Vigo di Fassa,46.41666667,11.66666667,,Italy,326,EU
Hoyerswerda,Germany,51.43305556,14.25,33843,Huittinen,61.17638889,22.69861111,10473,Finland,1200,EU
Arnsberg,Germany,51.39666667,8.064444444,74617,Caltagirone,37.23333333,14.51666667,,Italy,1655,EU
Sulzbach/Saar,Germany,49.28333333,7.066666667,,Ravanusa,37.26777778,13.96972222,,Italy,1447,EU
Schwäbisch Hall,Germany,49.11222222,9.7375,37452,Lappeenranta,61.05833333,28.18611111,72875,Finland,1760,EU
Hohenlockstedt,Germany,53.96666667,9.616666667,,Lapua,62.97083333,23.00694444,14609,Finland,1263,EU
Elmshorn,Germany,53.75472222,9.653611111,47667,Raisio,60.48611111,22.16944444,24290,Finland,1060,EU
Hechingen,Germany,48.35166667,8.963333333,18839,Graun im Vinschgau,46.80832,10.54265,,Italy,209,EU
Ober-Ramstadt,Germany,49.83333333,8.75,15367,Cogoleto,44.38956667,8.646183333,,Italy,605,EU
Biedenkopf,Germany,50.91277778,8.532222222,13685,Cogoleto,44.38956667,8.646183333,,Italy,725,EU
Calw,Germany,48.71444444,8.7375,22600,Latsch,46.61666667,10.86666667,,Italy,282,EU
Leverkusen,Germany,51.03333333,6.983333333,162738,Oulu,65.01666667,25.46666667,198525,Finland,1882,EU
Finthen,Germany,49.9861,8.175,,Rodeneck,46.8,11.7,,Italy,440,EU
Freising,Germany,48.40277778,11.74888889,34325,Innichen,46.7324,12.27855,3305,Italy,190,EU
Suhl,Germany,50.61055556,10.69305556,36208,Lahti,60.98333333,25.65555556,118848,Finland,1478,EU
Neckarsulm,Germany,49.19166667,9.224444444,25798,Bordighera,43.77889722,7.672127778,,Italy,613,EU
Böhl-Iggelheim,Germany,49.37138889,8.308611111,,Schlanders,46.62831,10.76809,,Italy,356,EU
Gera,Germany,50.88055556,12.08333333,96011,Kuopio,62.8925,27.67833333,112117,Finland,1628,EU
Mindelheim,Germany,48.03333333,10.46666667,11849,Tramin an der Weinstraße,46.34151,11.24228,3348,Italy,197,EU
Rödermark,Germany,49.9775,8.828055556,,Tramin an der Weinstraße,46.34151,11.24228,3348,Italy,442,EU
Dinkelsbühl,Germany,49.07083333,10.31944444,11389,Porvoo,60.39305556,25.66388889,49928,Finland,1590,EU
Mainz,Germany,50,8.266666667,209779,Rodeneck,46.78333333,11.68333333,,Italy,438,EU
Castrop-Rauxel,Germany,51.55,7.316666667,74220,Kuopio,62.8925,27.67833333,112117,Finland,1744,EU
Schwerin,Germany,53.63333333,11.41666667,91583,Vaasa,63.1,21.61666667,67619,Finland,1206,EU
Stockstadt am Rhein,Germany,49.80923611,8.466875,,Villa Lagarina,45.91666667,11.03333333,,Italy,473,EU
Puchheim,Germany,48.15,11.35,18074,Salo,60.38305556,23.13305556,53890,Finland,1555,EU
Forchheim,Germany,49.71972222,11.05805556,31651,Lavis,46.13333333,11.11666667,,Italy,399,EU
Cologne,Germany,50.94222222,6.957777778,1081701,Turku,60.45166667,22.27,186014,Finland,1421,EU
Riedstadt,Germany,49.83583333,8.4975,,Sortino,37.16666667,15.03333333,,Italy,1503,EU
Schmelz,Germany,49.41666667,6.833333333,,Sarntal,46.64350833,11.35623889,7035,Italy,456,EU
Friedberg,Germany,48.35,10.98333333,25580,Völs am Schlern,46.51666667,11.5,,Italy,208,EU
Menden (Sauerland),Germany,51.43333333,7.8,,Paternò,37.56666667,14.9,,Italy,1640,EU
Gevelsberg,Germany,51.3,7.333333333,31315,"Butera, Sicily",37.18333333,14.18333333,,Italy,1660,EU
Schweinfurt,Germany,50.05,10.23333333,51969,Seinäjoki,62.79027778,22.84027778,61530,Finland,1608,EU
Friedberg,Germany,48.35,10.98333333,25580,Völs am Schlern,46.51672,11.50128,,Italy,208,EU
Kassel,Germany,51.31972222,9.497777778,197984,Rovaniemi,66.50138889,25.73472222,61763,Finland,1915,EU
Eppelborn,Germany,49.38333333,6.966666667,,Realmonte,37.31027778,13.46277778,,Italy,1440,EU
Heppenheim,Germany,49.65,8.63333,,Kaltern an der Weinstraße,46.41326,11.24616,,Italy,408,EU
Haan,Germany,51.19305556,7.013055556,,Forte dei Marmi,43.95,10.18333333,,Italy,840,EU
Merseburg,Germany,51.36666667,12,34052,Genzano di Roma,41.70222222,12.6925,,Italy,1076,EU
Neu-Isenburg,Germany,50.05576389,8.697083333,36354,Chiusi,43.01666667,11.95,,Italy,821,EU
Bietigheim-Bissingen,Germany,48.96666667,9.133333333,42968,Saltara,43.75343056,12.8976,,Italy,647,EU
Singen (Hohentwiel),Germany,47.76277778,8.84,46344,Pomezia,41.66930556,12.50208333,63125,Italy,737,EU
Dettelbach,Germany,49.8,10.18333333,6968,Rufina,43.81666667,11.48333333,7469,Italy,673,EU
Witzenhausen,Germany,51.34166667,9.856944444,14701,Vignola,44.48083333,11.00222222,,Italy,768,EU
Bad Pyrmont,Germany,51.98666667,9.263611111,19239,Anzio,41.43333333,12.61666667,54164,Italy,1199,EU
Klettgau,Germany,47.65833333,8.422777778,7478,Sanza,40.25,15.55,,Italy,1001,EU
Sohland an der Spree,Germany,51.04722222,14.42833333,,Rocca Priora,41.78333333,12.76666667,,Italy,1038,EU
Rielasingen-Worblingen,Germany,47.73138889,8.838611111,11719,Ardea,41.61666667,12.55,,Italy,740,EU
Wallenhorst,Germany,52.35,8.016666667,,Priverno,41.46666667,13.18333333,,Italy,1271,EU
Mylau,Germany,50.61666667,12.26666667,,"Montecarlo, Tuscany",43.8504,10.6686,,Italy,762,EU
Amberg,Germany,49.44444444,11.84833333,41592,Desenzano del Garda,45.46888889,10.535,,Italy,453,EU
Hadamar,Germany,50.45,8.05,,Impruneta,43.685425,11.25439444,14594,Italy,790,EU
Heusenstamm,Germany,50.05958333,8.806805556,18752,Ladispoli,41.95444444,12.07416667,,Italy,936,EU
Marquartstein,Germany,47.75861111,12.46166667,2665,Brixen,46.71666667,11.65,21535,Italy,131,EU
Forbach,Germany,48.68055556,8.358333333,4787,Montemaggiore al Metauro,43.73743611,12.94583889,,Italy,653,EU
Hallbergmoos,Germany,48.33333333,11.75,4003,Predazzo,46.31666667,11.6,,Italy,225,EU
Hügelsheim,Germany,48.79722222,8.111666667,5033,Cartoceto,43.7643,12.8832,,Italy,669,EU
Bad Dürrheim,Germany,48.01666667,8.533333333,12775,Spotorno,44.22710833,8.419202778,,Italy,421,EU
Werne,Germany,51.66666667,7.616666667,,Poggibonsi,43.466667,11.15,,Italy,949,EU
Bad Kötzting,Germany,49.17694444,12.855,6805,Bellagio,45.9875,9.261944444,,Italy,445,EU
Wernigerode,Germany,51.835,10.78527778,33108,Carpi,44.78333333,10.885,71031,Italy,784,EU
Lichtenfels,Germany,50.13333333,11.03333333,20080,Ariccia,41.71666667,12.66666667,,Italy,944,EU
Schotten,Germany,50.5,9.116666667,,Arco,45.91666667,10.88333333,,Italy,526,EU
Wernigerode,Germany,51.835,10.78527778,33108,Carpi,44.78237,10.8777,71031,Italy,784,EU
Bensheim,Germany,49.68111111,8.622777778,39368,Riva del Garda,45.88333333,10.85,,Italy,454,EU
Bietigheim,Germany,48.91027778,8.253055556,6311,Saltara,43.75343056,12.8976,,Italy,675,EU
Ostfildern,Germany,48.72277778,9.263055556,37785,Mirandola,44.88727,11.06603,,Italy,448,EU
Bogen,Germany,48.91666667,12.68333333,8199,Arco,45.91666667,10.88333333,,Italy,360,EU
Ötigheim,Germany,48.89111111,8.236388889,4496,Gabicce Mare,43.96683889,12.75626111,,Italy,648,EU
Dachau,Germany,48.26027778,11.43416667,45985,Fondi,41.35,13.41666667,,Italy,784,EU
Volkertshausen,Germany,47.82138889,8.867222222,3008,Bolsena,42.64472222,11.98583333,,Italy,625,EU
Pfarrkirchen,Germany,48.41666667,12.91666667,10275,"San Vincenzo, Tuscany",43.08333333,10.53333333,,Italy,621,EU
Friedberg,Germany,50.33527778,8.755,27859,Barni,45.91666667,9.266666667,,Italy,493,EU
Offenbach am Main,Germany,50.1,8.766666667,123734,Velletri,41.66666667,12.78333333,53249,Italy,988,EU
Weisenbach,Germany,48.72722222,8.351944444,2487,San Costanzo,43.76308889,13.06934444,,Italy,660,EU
Heppenheim,Germany,49.65,8.63333,,Kaltern an der Weinstraße,46.41666667,11.25,,Italy,408,EU
Veitshöchheim,Germany,49.83277778,9.881666667,8535,Greve in Chianti,43.58333333,11.31666667,14035,Italy,703,EU
Steinenbronn,Germany,48.66472222,9.1225,6190,Polla,40.51666667,15.5,,Italy,1036,EU
Traunreut,Germany,47.96666667,12.58333333,19278,Nettuno,41.466667,12.666667,,Italy,723,EU
Neusäß,Germany,48.4,10.83333333,21617,Bracciano,42.1,12.183333,,Italy,708,EU
Weisenbach,Germany,48.72722222,8.351944444,2487,San Costanzo,43.7672,13.07306,,Italy,660,EU
Celle,Germany,52.62555556,10.0825,69748,Celle Ligure,44.3421,8.545575,,Italy,928,EU
Gilching,Germany,48.11027778,11.30111111,18340,Cecina,43.31388889,10.525,28111,Italy,537,EU
Schweich,Germany,49.82,6.752222222,7146,Murialdo,44.31617222,8.161308333,,Italy,621,EU
Zierenberg,Germany,51.36666667,9.3,,Gattatico,44.8,10.46666667,5462,Italy,735,EU
Naumburg,Germany,51.25,9.166666667,5085,San Mauro Pascoli,44.1,12.41666667,,Italy,831,EU
Ochsenhausen,Germany,48.07222222,9.948055556,8805,Subiaco,41.93333333,13.1,,Italy,726,EU
Füssen,Germany,47.56666667,10.7,15265,Palestrina,41.83333333,12.9,,Italy,661,EU
Adelsdorf,Germany,49.71666667,10.9,5725,Uggiate-Trevano,45.82338,8.95964,,Italy,456,EU
Fritzlar,Germany,51.13333333,9.266666667,14428,Casina,44.51111111,10.5025,,Italy,742,EU
Friedberg,Germany,50.33527778,8.755,27859,Civenna,45.93555556,9.270833333,,Italy,491,EU
Giengen an der Brenz,Germany,48.62166667,10.245,19135,"Pico, Lazio",41.45138889,13.56166667,,Italy,839,EU
Riesa,Germany,51.30805556,13.29388889,30885,Lonato del Garda,45.46079,10.47732,,Italy,682,EU
Saarbrücken,Germany,49.23333333,7,178141,Spotorno,44.22710833,8.419202778,,Italy,567,EU
Weiler-Simmerberg,Germany,47.58333333,9.933333333,5137,Valmontone,41.77323,12.91856,,Italy,688,EU
Schneckenlohe,Germany,50.21055556,11.19388889,1168,Borghetto di Vara,44.22375556,9.721405556,,Italy,675,EU
Klingenthal,Germany,50.36694444,12.46861111,8783,Castelfidardo,43.46416667,13.54611111,,Italy,772,EU
Landsberg am Lech,Germany,48.03333333,10.88333333,28708,Rocca di Papa,41.76666667,12.71666667,,Italy,712,EU
Schwarzenbek,Germany,53.50416667,10.47916667,,Cesenatico,44.2,12.41666667,25796,Italy,1044,EU
Kaufungen,Germany,51.28111111,9.618611111,12450,Bertinoro,44.15,12.13333333,,Italy,815,EU
Langenargen,Germany,47.6,9.541666667,7513,Noli,44.20569167,8.41615,,Italy,387,EU
Iffezheim,Germany,48.82055556,8.142222222,4776,Mondolfo,43.7517,13.09556944,,Italy,680,EU
Fürstenfeldbruck,Germany,48.17777778,11.25555556,35708,Cerveteri,42,12.1,,Italy,690,EU
Riesa,Germany,51.30805556,13.29388889,30885,Lonato del Garda,45.46666667,10.48333333,,Italy,682,EU
Kallmünz,Germany,49.16111111,11.96083333,2754,Monterosso al Mare,44.14628611,9.65555,,Italy,585,EU
Neu-Ulm,Germany,48.38333333,10,54969,Trissino,45.56666667,11.36666667,,Italy,330,EU
Garching an der Alz,Germany,48.11666667,12.58333333,7352,Collesalvetti,43.6,10.48333333,,Italy,528,EU
Mettmann,Germany,51.25,6.966666667,38291,San Felice Circeo,41.23527778,13.09555556,,Italy,1208,EU
Höhenkirchen-Siegertsbrunn,Germany,48.01666667,11.73333333,5861,Montemarciano,43.63992778,13.31038056,,Italy,502,EU
Bad Homburg vor der Höhe,Germany,50.22923611,8.610486111,52752,Terracina,41.28333333,13.25,,Italy,1057,EU
Pfungstadt,Germany,49.80555556,8.604444444,,Figline Valdarno,43.61666667,11.46666667,12646,Italy,722,EU
Modautal,Germany,49.76666667,8.716666667,4988,Pelago,43.77388889,11.50472222,7682,Italy,699,EU
Gernsbach,Germany,48.76333333,8.334166667,13949,"Pergola, Marche",43.56425,12.83465,,Italy,674,EU
Neustadt an der Aisch,Germany,49.58,10.60888889,12317,Montespertoli,43.65,11.08333333,13614,Italy,660,EU
Frankfurt (Oder),Germany,52.35,14.55,58018,Scandicci,43.75805556,11.18027778,50527,Italy,987,EU
Offenburg,Germany,48.47083333,7.940833333,57687,Pietra Ligure,44.14874722,8.282816667,,Italy,481,EU
Grenzach-Wyhlen,Germany,47.55166667,7.659166667,14073,Pietrasanta,43.94519,10.21827,24931,Italy,447,EU
Bad Pyrmont,Germany,51.98666667,9.263611111,19239,Anzio,41.44722222,12.62833333,54164,Italy,1199,EU
Griesheim,Germany,49.85944444,8.5525,,Pontassieve,43.77444444,11.42916667,20646,Italy,711,EU
Grenzach-Wyhlen,Germany,47.55166667,7.659166667,14073,Pietrasanta,43.96666667,10.23333333,24931,Italy,447,EU
Markkleeberg,Germany,51.27777778,12.38333333,24240,Boville Ernica,41.6425,13.47398889,,Italy,1075,EU
Altötting,Germany,48.22666667,12.67833333,12750,Loreto,43.4403,13.60743056,12814,Italy,537,EU
Losheim am See,Germany,49.51666667,6.75,15860,Capannori,43.87555556,10.57361111,46508,Italy,691,EU
Überherrn,Germany,49.25,6.7,,Camaiore,43.93333333,10.3,,Italy,652,EU
Treptow-Köpenick,Germany,52.45,13.56666667,,Albinea,44.61666667,10.6,,Italy,898,EU
Ludwigshafen,Germany,49.48111111,8.435277778,163832,San Gimignano,43.467719,11.043221,,Italy,698,EU
Würselen,Germany,50.82472222,6.1275,,Campagnatico,42.88444444,11.27138889,,Italy,965,EU
Helmstedt,Germany,52.22805556,11.01055556,23254,Fiuggi,41.8,13.21666667,,Italy,1171,EU
Weiler-Simmerberg,Germany,47.58333333,9.933333333,5137,Valmontone,41.78333333,12.91666667,,Italy,688,EU
Regensburg,Germany,49.01666667,12.08333333,140276,Brixen,46.71666667,11.65,21535,Italy,258,EU
Forchheim,Germany,49.71972222,11.05805556,31651,Rovereto,45.88333333,11.03416667,39289,Italy,427,EU
Dußlingen,Germany,48.45055556,9.060555556,5797,Mezzocorona,46.21666667,11.11666667,,Italy,293,EU
Weilburg,Germany,50.48333333,8.25,13337,Quattro Castella,44.63333333,10.46666667,,Italy,671,EU
Meersburg,Germany,47.69583333,9.270833333,5776,San Gimignano,43.467719,11.043221,,Italy,490,EU
Neumarkt-Sankt Veit,Germany,48.36666667,12.5,6053,Caneva,45.96666667,12.45,,Italy,267,EU
Stadtlohn,Germany,51.9925,6.915,,San Vito al Tagliamento,45.91527778,12.85555556,,Italy,802,EU
Vilsbiburg,Germany,48.45,12.33333333,9908,Buja,46.21222,13.11691,,Italy,256,EU
Ravensburg,Germany,47.78305556,9.611388889,49830,Rivoli,45.0725,7.527222222,,Italy,341,EU
Amöneburg,Germany,50.79777778,8.923055556,5137,Tuoro sul Trasimeno,43.2,12.08333333,,Italy,878,EU
Vilsbiburg,Germany,48.45,12.33333333,9908,Buja,46.21666667,13.13333333,,Italy,256,EU
Helmstadt,Germany,49.76666667,9.716666667,2307,Chiusi della Verna,43.69833333,11.93611111,,Italy,696,EU
Ansbach,Germany,49.3,10.58333333,39839,Fermo,43.16041944,13.7181,37655,Italy,724,EU
Lampertheim,Germany,49.59416667,8.467083333,31851,Adria,45.05,12.05,,Italy,573,EU
Biebesheim am Rhein,Germany,49.78,8.464722222,6286,Palo del Colle,41.05,16.7,,Italy,1163,EU
Weiden in der Oberpfalz,Germany,49.66666667,12.15,41726,Macerata,43.30025,13.45330278,42473,Italy,715,EU
Weinheim,Germany,49.55611111,8.669722222,43892,Imola,44.35344439,11.71437319,69909,Italy,623,EU
Memmingen,Germany,47.98777778,10.18111111,42841,Teramo,42.65885278,13.70391111,54857,Italy,653,EU
Schwerte,Germany,51.44583333,7.565277778,,Cava de' Tirreni,40.70083333,14.70555556,53489,Italy,1314,EU
Gießen,Germany,50.58333333,8.666666667,84455,Ferrara,44.835297,11.619865,132445,Italy,676,EU
Seckach,Germany,49.445,9.335277778,4129,Gazzada Schianno,45.78333333,8.816666667,,Italy,409,EU
Ober-Ramstadt,Germany,49.83333333,8.75,15367,Zelo Surrigone,45.38333333,8.983333333,1675,Italy,495,EU
Rastatt,Germany,48.85722222,8.203055556,47586,Fano,43.84353056,13.01975556,60848,Italy,669,EU
Erfurt,Germany,50.97805556,11.02916667,210118,Piacenza,45.05,9.7,102181,Italy,666,EU
Möckmühl,Germany,49.31666667,9.35,7817,Cherasco,44.65,7.866666667,,Italy,531,EU
Denzlingen,Germany,48.06833333,7.8825,,Città della Pieve,42.95388889,12.00777778,7834,Italy,653,EU
Brackenheim,Germany,49.08333333,9.066666667,15220,Castagnole delle Lanze,44.75222222,8.151388889,,Italy,487,EU
Leinfelden-Echterdingen,Germany,48.69277778,9.142777778,38266,Voghera,44.9925,9.009166667,,Italy,412,EU
Leisnig,Germany,51.16666667,12.91666667,8386,Oggiono,45.78333333,9.35,,Italy,654,EU
Wittingen,Germany,52.71666667,10.73333333,11410,Gela,37.06666667,14.25,75522,Italy,1761,EU
Melsungen,Germany,51.13333333,9.55,13381,Todi,42.78333333,12.41666667,,Italy,953,EU
Bad Füssing,Germany,48.35,13.3,6994,Abano Terme,45.3619,11.7924,9950,Italy,351,EU
Schmitshausen,Germany,49.3,7.516666667,,Limana,46.1,12.18333333,,Italy,498,EU
Marktl,Germany,48.25333333,12.84305556,2665,San Giovanni Rotondo,41.7,15.73333333,,Italy,763,EU
Schwabenheim an der Selz,Germany,49.93277778,8.094166667,,Minerbe,45.25,11.35,,Italy,575,EU
Burghausen,Germany,48.16666667,12.83333333,16736,Sulmona,42.04888889,13.93,,Italy,685,EU
Bad Aibling,Germany,47.86666667,12.01666667,12583,Cavaion Veronese,45.54009,10.77048,,Italy,276,EU
Friedberg,Germany,50.33527778,8.755,27859,Oliveto Lario,45.95,9.266666667,,Italy,489,EU
